,ma30_50_signal,ma30_200_signal,ma50_200_signal,Obv_signal,sma100_signal,macd_signal,adx_signal,stoch_signal,roc_signal,rsi_signal,cci_signal,atr_signal,wpr_signal,bb_signal,Close
161,0,0,0,-1,1,0,0,0,-1,0,0,0,0,0,80.23999786376953
162,0,0,0,1,1,0,0,0,0,0,0,0,0,0,80.80000305175781
163,0,0,0,0,1,0,0,0,1,0,0,0,0,0,80.54000091552734
164,0,0,0,0,1,0,0,0,0,0,0,0,0,0,81.02999877929688
165,0,0,0,0,1,0,0,0,0,0,0,0,0,0,80.66000366210938
166,0,0,0,0,1,0,0,0,0,0,-1,0,-1,0,81.22000122070312
167,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,80.22000122070312
168,0,0,0,1,1,0,0,0,0,0,0,0,0,0,80.9000015258789
169,0,0,0,-1,-1,0,0,0,-1,0,0,0,0,0,79.8499984741211
170,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,80.3499984741211
171,0,0,0,-1,-1,0,0,1,0,0,1,0,1,0,79.02999877929688
172,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,78.95999908447266
173,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,78.98999786376953
174,0,0,0,1,-1,0,0,0,0,0,0,0,0,1,79.37999725341797
175,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,78.44999694824219
176,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,79.4000015258789
177,0,0,0,0,-1,0,0,0,1,0,0,0,-1,0,80.75
178,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,80.63999938964844
179,0,0,0,-1,-1,0,0,0,1,0,0,0,0,0,79.97000122070312
180,0,0,0,1,-1,0,0,-1,0,0,0,0,0,0,80.55999755859375
181,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,79.68000030517578
182,0,0,0,-1,-1,0,0,0,-1,0,0,0,0,0,78.91000366210938
183,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,78.72000122070312
184,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,77.56999969482422
185,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,78.12000274658203
186,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,77.83999633789062
187,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,76.5199966430664
188,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,75.0
189,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,74.69000244140625
190,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,74.7699966430664
191,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,74.95999908447266
192,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,73.91000366210938
193,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,74.52999877929688
194,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,71.44000244140625
195,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,70.36000061035156
196,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,68.06999969482422
197,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,66.19999694824219
198,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,66.25
199,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,66.93000030517578
200,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,68.08000183105469
201,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,68.83000183105469
202,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,70.58999633789062
